definition,direction,guard_variant,geometry,variant,signal_utc,entry_utc,exit_utc,entry_price,exit_price,exit_reason,gross_per_unit,net_x4,mfe_usd,mae_usd,h4_sma,h4_slope_lookback,h1_break_lookback,compression_lookback,compression_max_atr,cooldown_h,exit_h,session_filter
h4_down_compression_liquidity_short_v1,SHORT,nonoverlap,time_exit_12h_stop30.0,h4sma10_slope3_break12_comp6_2.2_cool4_all,2025-06-09T01:00:00+00:00,2025-06-09T02:00:00+00:00,2025-06-09T14:00:00+00:00,3305.24,3319.19,time_exit_12h,-13.95,-57.2,11.88,23.08,10,3,12,6,2.2,4,12,all
h4_down_compression_liquidity_short_v1,SHORT,nonoverlap,time_exit_12h_stop30.0,h4sma10_slope3_break12_comp6_2.2_cool4_all,2025-06-24T13:00:00+00:00,2025-06-24T14:00:00+00:00,2025-06-25T03:00:00+00:00,3314.45,3329.27,time_exit_12h,-14.82,-60.68,19.19,20.57,10,3,12,6,2.2,4,12,all
h4_down_compression_liquidity_short_v1,SHORT,nonoverlap,time_exit_12h_stop30.0,h4sma10_slope3_break12_comp6_2.2_cool4_all,2025-07-07T08:00:00+00:00,2025-07-07T09:00:00+00:00,2025-07-07T18:00:00+00:00,3302.05,3332.05,emergency_stop_30.0,-30.0,-121.4,5.79,38.12,10,3,12,6,2.2,4,12,all
h4_down_compression_liquidity_short_v1,SHORT,nonoverlap,time_exit_12h_stop30.0,h4sma10_slope3_break12_comp6_2.2_cool4_all,2025-07-25T04:00:00+00:00,2025-07-25T05:00:00+00:00,2025-07-25T17:00:00+00:00,3358.91,3329.48,time_exit_12h,29.43,116.32,34.12,4.39,10,3,12,6,2.2,4,12,all
h4_down_compression_liquidity_short_v1,SHORT,nonoverlap,time_exit_12h_stop30.0,h4sma10_slope3_break12_comp6_2.2_cool4_all,2025-08-01T00:00:00+00:00,2025-08-01T01:00:00+00:00,2025-08-01T13:00:00+00:00,3288.45,3318.45,emergency_stop_30.0,-30.0,-121.4,7.09,56.57,10,3,12,6,2.2,4,12,all
h4_down_compression_liquidity_short_v1,SHORT,nonoverlap,time_exit_12h_stop30.0,h4sma10_slope3_break12_comp6_2.2_cool4_all,2025-08-11T08:00:00+00:00,2025-08-11T09:00:00+00:00,2025-08-11T21:00:00+00:00,3359.96,3342.49,time_exit_12h,17.47,68.48,18.78,5.66,10,3,12,6,2.2,4,12,all
h4_down_compression_liquidity_short_v1,SHORT,nonoverlap,time_exit_12h_stop30.0,h4sma10_slope3_break12_comp6_2.2_cool4_all,2025-08-20T00:00:00+00:00,2025-08-20T01:00:00+00:00,2025-08-20T13:00:00+00:00,3314.06,3344.06,emergency_stop_30.0,-30.0,-121.4,2.73,30.8,10,3,12,6,2.2,4,12,all
h4_down_compression_liquidity_short_v1,SHORT,nonoverlap,time_exit_12h_stop30.0,h4sma10_slope3_break12_comp6_2.2_cool4_all,2025-11-04T05:00:00+00:00,2025-11-04T06:00:00+00:00,2025-11-04T18:00:00+00:00,3973.26,3937.56,time_exit_12h,35.7,141.4,44.71,27.23,10,3,12,6,2.2,4,12,all
h4_down_compression_liquidity_short_v1,SHORT,nonoverlap,time_exit_12h_stop30.0,h4sma10_slope3_break12_comp6_2.2_cool4_all,2026-03-24T01:00:00+00:00,2026-03-24T02:00:00+00:00,2026-03-24T02:00:00+00:00,4322.28,4352.28,emergency_stop_30.0,-30.0,-121.4,16.31,119.53,10,3,12,6,2.2,4,12,all
h4_down_compression_liquidity_short_v1,SHORT,nonoverlap,time_exit_12h_stop30.0,h4sma10_slope3_break12_comp6_2.2_cool4_all,2026-05-12T14:00:00+00:00,2026-05-12T15:00:00+00:00,2026-05-12T20:00:00+00:00,4679.0,4709.0,emergency_stop_30.0,-30.0,-121.4,40.5,47.27,10,3,12,6,2.2,4,12,all
h4_down_compression_liquidity_short_v1,SHORT,nonoverlap,time_exit_12h_stop30.0,h4sma10_slope3_break12_comp6_2.2_cool4_no_asia,2022-06-10T10:00:00+00:00,2022-06-10T11:00:00+00:00,2022-06-10T17:00:00+00:00,1842.64,1872.64,emergency_stop_30.0,-30.0,-121.4,17.8,36.25,10,3,12,6,2.2,4,12,no_asia
h4_down_compression_liquidity_short_v1,SHORT,nonoverlap,time_exit_12h_stop30.0,h4sma10_slope3_break12_comp6_2.2_cool4_no_asia,2022-06-13T20:00:00+00:00,2022-06-13T21:00:00+00:00,2022-06-14T10:00:00+00:00,1822.61,1823.82,time_exit_12h,-1.21,-6.24,13.76,8.8,10,3,12,6,2.2,4,12,no_asia
h4_down_compression_liquidity_short_v1,SHORT,nonoverlap,time_exit_12h_stop30.0,h4sma10_slope3_break12_comp6_2.2_cool4_no_asia,2022-07-21T07:00:00+00:00,2022-07-21T08:00:00+00:00,2022-07-21T20:00:00+00:00,1689.32,1719.32,emergency_stop_30.0,-30.0,-121.4,8.58,30.48,10,3,12,6,2.2,4,12,no_asia
h4_down_compression_liquidity_short_v1,SHORT,nonoverlap,time_exit_12h_stop30.0,h4sma10_slope3_break12_comp6_2.2_cool4_no_asia,2022-09-28T07:00:00+00:00,2022-09-28T08:00:00+00:00,2022-09-28T14:00:00+00:00,1621.56,1651.56,emergency_stop_30.0,-30.0,-121.4,6.95,41.03,10,3,12,6,2.2,4,12,no_asia
h4_down_compression_liquidity_short_v1,SHORT,nonoverlap,time_exit_12h_stop30.0,h4sma10_slope3_break12_comp6_2.2_cool4_no_asia,2022-10-07T07:00:00+00:00,2022-10-07T08:00:00+00:00,2022-10-07T20:00:00+00:00,1708.96,1694.83,time_exit_12h,14.13,55.12,18.55,5.68,10,3,12,6,2.2,4,12,no_asia
h4_down_compression_liquidity_short_v1,SHORT,nonoverlap,time_exit_12h_stop30.0,h4sma10_slope3_break12_comp6_2.2_cool4_no_asia,2022-10-19T17:00:00+00:00,2022-10-19T18:00:00+00:00,2022-10-20T07:00:00+00:00,1629.51,1629.75,time_exit_12h,-0.24,-2.36,7.19,5.33,10,3,12,6,2.2,4,12,no_asia
h4_down_compression_liquidity_short_v1,SHORT,nonoverlap,time_exit_12h_stop30.0,h4sma10_slope3_break12_comp6_2.2_cool4_no_asia,2022-11-03T07:00:00+00:00,2022-11-03T08:00:00+00:00,2022-11-03T20:00:00+00:00,1629.55,1629.42,time_exit_12h,0.13,-0.88,13.1,2.66,10,3,12,6,2.2,4,12,no_asia
h4_down_compression_liquidity_short_v1,SHORT,nonoverlap,time_exit_12h_stop30.0,h4sma10_slope3_break12_comp6_2.2_cool4_no_asia,2022-11-21T07:00:00+00:00,2022-11-21T08:00:00+00:00,2022-11-21T20:00:00+00:00,1742.34,1739.04,time_exit_12h,3.3,11.8,9.97,4.41,10,3,12,6,2.2,4,12,no_asia
h4_down_compression_liquidity_short_v1,SHORT,nonoverlap,time_exit_12h_stop30.0,h4sma10_slope3_break12_comp6_2.2_cool4_no_asia,2023-06-15T12:00:00+00:00,2023-06-15T13:00:00+00:00,2023-06-15T15:00:00+00:00,1928.42,1958.42,emergency_stop_30.0,-30.0,-121.4,3.83,33.55,10,3,12,6,2.2,4,12,no_asia
h4_down_compression_liquidity_short_v1,SHORT,nonoverlap,time_exit_12h_stop30.0,h4sma10_slope3_break12_comp6_2.2_cool4_no_asia,2023-08-08T08:00:00+00:00,2023-08-08T09:00:00+00:00,2023-08-08T21:00:00+00:00,1930.61,1925.0,time_exit_12h,5.61,21.04,7.97,4.87,10,3,12,6,2.2,4,12,no_asia
h4_down_compression_liquidity_short_v1,SHORT,nonoverlap,time_exit_12h_stop30.0,h4sma10_slope3_break12_comp6_2.2_cool4_no_asia,2023-08-09T21:00:00+00:00,2023-08-09T23:00:00+00:00,2023-08-10T11:00:00+00:00,1914.63,1921.61,time_exit_12h,-6.98,-29.32,0.32,7.63,10,3,12,6,2.2,4,12,no_asia
h4_down_compression_liquidity_short_v1,SHORT,nonoverlap,time_exit_12h_stop30.0,h4sma10_slope3_break12_comp6_2.2_cool4_no_asia,2023-08-10T21:00:00+00:00,2023-08-10T23:00:00+00:00,2023-08-11T11:00:00+00:00,1911.76,1917.8,time_exit_12h,-6.04,-25.56,1.09,7.89,10,3,12,6,2.2,4,12,no_asia
h4_down_compression_liquidity_short_v1,SHORT,nonoverlap,time_exit_12h_stop30.0,h4sma10_slope3_break12_comp6_2.2_cool4_no_asia,2023-09-21T09:00:00+00:00,2023-09-21T10:00:00+00:00,2023-09-21T23:00:00+00:00,1922.98,1920.01,time_exit_12h,2.97,10.48,9.13,3.02,10,3,12,6,2.2,4,12,no_asia
h4_down_compression_liquidity_short_v1,SHORT,nonoverlap,time_exit_12h_stop30.0,h4sma10_slope3_break12_comp6_2.2_cool4_no_asia,2023-11-06T15:00:00+00:00,2023-11-06T16:00:00+00:00,2023-11-07T05:00:00+00:00,1981.17,1973.61,time_exit_12h,7.56,28.84,10.25,3.3,10,3,12,6,2.2,4,12,no_asia
h4_down_compression_liquidity_short_v1,SHORT,nonoverlap,time_exit_12h_stop30.0,h4sma10_slope3_break12_comp6_2.2_cool4_no_asia,2023-11-23T16:00:00+00:00,2023-11-23T17:00:00+00:00,2023-11-24T07:00:00+00:00,1990.57,1993.58,time_exit_12h,-3.01,-13.44,0.02,4.31,10,3,12,6,2.2,4,12,no_asia
h4_down_compression_liquidity_short_v1,SHORT,nonoverlap,time_exit_12h_stop30.0,h4sma10_slope3_break12_comp6_2.2_cool4_no_asia,2024-04-22T19:00:00+00:00,2024-04-22T20:00:00+00:00,2024-04-23T09:00:00+00:00,2327.41,2303.07,time_exit_12h,24.34,95.96,32.07,6.76,10,3,12,6,2.2,4,12,no_asia
h4_down_compression_liquidity_short_v1,SHORT,nonoverlap,time_exit_12h_stop30.0,h4sma10_slope3_break12_comp6_2.2_cool4_no_asia,2024-04-30T21:00:00+00:00,2024-04-30T23:00:00+00:00,2024-05-01T11:00:00+00:00,2286.61,2292.99,time_exit_12h,-6.38,-26.92,5.19,7.51,10,3,12,6,2.2,4,12,no_asia
h4_down_compression_liquidity_short_v1,SHORT,nonoverlap,time_exit_12h_stop30.0,h4sma10_slope3_break12_comp6_2.2_cool4_no_asia,2024-06-07T19:00:00+00:00,2024-06-07T20:00:00+00:00,2024-06-10T09:00:00+00:00,2301.23,2292.41,time_exit_12h,8.82,33.88,14.63,0.05,10,3,12,6,2.2,4,12,no_asia
h4_down_compression_liquidity_short_v1,SHORT,nonoverlap,time_exit_12h_stop30.0,h4sma10_slope3_break12_comp6_2.2_cool4_no_asia,2024-06-26T11:00:00+00:00,2024-06-26T12:00:00+00:00,2024-06-27T01:00:00+00:00,2308.08,2298.84,time_exit_12h,9.24,35.56,14.67,9.5,10,3,12,6,2.2,4,12,no_asia
h4_down_compression_liquidity_short_v1,SHORT,nonoverlap,time_exit_12h_stop30.0,h4sma10_slope3_break12_comp6_2.2_cool4_no_asia,2024-07-22T12:00:00+00:00,2024-07-22T13:00:00+00:00,2024-07-23T02:00:00+00:00,2397.84,2400.86,time_exit_12h,-3.02,-13.48,14.13,5.9,10,3,12,6,2.2,4,12,no_asia
h4_down_compression_liquidity_short_v1,SHORT,nonoverlap,time_exit_12h_stop30.0,h4sma10_slope3_break12_comp6_2.2_cool4_no_asia,2024-12-24T14:00:00+00:00,2024-12-24T15:00:00+00:00,2024-12-26T08:00:00+00:00,2610.85,2627.54,time_exit_12h,-16.69,-68.16,0.87,18.83,10,3,12,6,2.2,4,12,no_asia
h4_down_compression_liquidity_short_v1,SHORT,nonoverlap,time_exit_12h_stop30.0,h4sma10_slope3_break12_comp6_2.2_cool4_no_asia,2025-02-28T13:00:00+00:00,2025-02-28T14:00:00+00:00,2025-03-03T03:00:00+00:00,2848.58,2864.73,time_exit_12h,-16.15,-66.0,15.97,28.27,10,3,12,6,2.2,4,12,no_asia
h4_down_compression_liquidity_short_v1,SHORT,nonoverlap,time_exit_12h_stop30.0,h4sma10_slope3_break12_comp6_2.2_cool4_no_asia,2025-04-07T15:00:00+00:00,2025-04-07T16:00:00+00:00,2025-04-08T05:00:00+00:00,2999.08,3001.99,time_exit_12h,-2.91,-13.04,43.01,5.53,10,3,12,6,2.2,4,12,no_asia
h4_down_compression_liquidity_short_v1,SHORT,nonoverlap,time_exit_12h_stop30.0,h4sma10_slope3_break12_comp6_2.2_cool4_no_asia,2025-05-01T10:00:00+00:00,2025-05-01T11:00:00+00:00,2025-05-02T00:00:00+00:00,3218.42,3237.15,time_exit_12h,-18.73,-76.32,16.61,24.88,10,3,12,6,2.2,4,12,no_asia
h4_down_compression_liquidity_short_v1,SHORT,nonoverlap,time_exit_12h_stop30.0,h4sma10_slope3_break12_comp6_2.2_cool4_no_asia,2025-05-14T19:00:00+00:00,2025-05-14T20:00:00+00:00,2025-05-15T09:00:00+00:00,3171.71,3162.43,time_exit_12h,9.28,35.72,51.24,20.81,10,3,12,6,2.2,4,12,no_asia
h4_down_compression_liquidity_short_v1,SHORT,nonoverlap,time_exit_12h_stop30.0,h4sma10_slope3_break12_comp6_2.2_cool4_no_asia,2025-06-24T13:00:00+00:00,2025-06-24T14:00:00+00:00,2025-06-25T03:00:00+00:00,3314.45,3329.27,time_exit_12h,-14.82,-60.68,19.19,20.57,10,3,12,6,2.2,4,12,no_asia
h4_down_compression_liquidity_short_v1,SHORT,nonoverlap,time_exit_12h_stop30.0,h4sma10_slope3_break12_comp6_2.2_cool4_no_asia,2025-07-07T08:00:00+00:00,2025-07-07T09:00:00+00:00,2025-07-07T18:00:00+00:00,3302.05,3332.05,emergency_stop_30.0,-30.0,-121.4,5.79,38.12,10,3,12,6,2.2,4,12,no_asia
h4_down_compression_liquidity_short_v1,SHORT,nonoverlap,time_exit_12h_stop30.0,h4sma10_slope3_break12_comp6_2.2_cool4_no_asia,2025-08-11T08:00:00+00:00,2025-08-11T09:00:00+00:00,2025-08-11T21:00:00+00:00,3359.96,3342.49,time_exit_12h,17.47,68.48,18.78,5.66,10,3,12,6,2.2,4,12,no_asia
h4_down_compression_liquidity_short_v1,SHORT,nonoverlap,time_exit_12h_stop30.0,h4sma10_slope3_break12_comp6_2.2_cool4_no_asia,2026-05-12T14:00:00+00:00,2026-05-12T15:00:00+00:00,2026-05-12T20:00:00+00:00,4679.0,4709.0,emergency_stop_30.0,-30.0,-121.4,40.5,47.27,10,3,12,6,2.2,4,12,no_asia
h4_down_compression_liquidity_short_v1,SHORT,nonoverlap,time_exit_12h_stop30.0,h4sma10_slope3_break12_comp6_2.2_cool4_london_ny,2022-06-10T10:00:00+00:00,2022-06-10T11:00:00+00:00,2022-06-10T17:00:00+00:00,1842.64,1872.64,emergency_stop_30.0,-30.0,-121.4,17.8,36.25,10,3,12,6,2.2,4,12,london_ny
h4_down_compression_liquidity_short_v1,SHORT,nonoverlap,time_exit_12h_stop30.0,h4sma10_slope3_break12_comp6_2.2_cool4_london_ny,2022-06-13T20:00:00+00:00,2022-06-13T21:00:00+00:00,2022-06-14T10:00:00+00:00,1822.61,1823.82,time_exit_12h,-1.21,-6.24,13.76,8.8,10,3,12,6,2.2,4,12,london_ny
h4_down_compression_liquidity_short_v1,SHORT,nonoverlap,time_exit_12h_stop30.0,h4sma10_slope3_break12_comp6_2.2_cool4_london_ny,2022-07-21T07:00:00+00:00,2022-07-21T08:00:00+00:00,2022-07-21T20:00:00+00:00,1689.32,1719.32,emergency_stop_30.0,-30.0,-121.4,8.58,30.48,10,3,12,6,2.2,4,12,london_ny
h4_down_compression_liquidity_short_v1,SHORT,nonoverlap,time_exit_12h_stop30.0,h4sma10_slope3_break12_comp6_2.2_cool4_london_ny,2022-09-28T07:00:00+00:00,2022-09-28T08:00:00+00:00,2022-09-28T14:00:00+00:00,1621.56,1651.56,emergency_stop_30.0,-30.0,-121.4,6.95,41.03,10,3,12,6,2.2,4,12,london_ny
h4_down_compression_liquidity_short_v1,SHORT,nonoverlap,time_exit_12h_stop30.0,h4sma10_slope3_break12_comp6_2.2_cool4_london_ny,2022-10-07T07:00:00+00:00,2022-10-07T08:00:00+00:00,2022-10-07T20:00:00+00:00,1708.96,1694.83,time_exit_12h,14.13,55.12,18.55,5.68,10,3,12,6,2.2,4,12,london_ny
h4_down_compression_liquidity_short_v1,SHORT,nonoverlap,time_exit_12h_stop30.0,h4sma10_slope3_break12_comp6_2.2_cool4_london_ny,2022-10-19T17:00:00+00:00,2022-10-19T18:00:00+00:00,2022-10-20T07:00:00+00:00,1629.51,1629.75,time_exit_12h,-0.24,-2.36,7.19,5.33,10,3,12,6,2.2,4,12,london_ny
h4_down_compression_liquidity_short_v1,SHORT,nonoverlap,time_exit_12h_stop30.0,h4sma10_slope3_break12_comp6_2.2_cool4_london_ny,2022-11-03T07:00:00+00:00,2022-11-03T08:00:00+00:00,2022-11-03T20:00:00+00:00,1629.55,1629.42,time_exit_12h,0.13,-0.88,13.1,2.66,10,3,12,6,2.2,4,12,london_ny
h4_down_compression_liquidity_short_v1,SHORT,nonoverlap,time_exit_12h_stop30.0,h4sma10_slope3_break12_comp6_2.2_cool4_london_ny,2022-11-21T07:00:00+00:00,2022-11-21T08:00:00+00:00,2022-11-21T20:00:00+00:00,1742.34,1739.04,time_exit_12h,3.3,11.8,9.97,4.41,10,3,12,6,2.2,4,12,london_ny
h4_down_compression_liquidity_short_v1,SHORT,nonoverlap,time_exit_12h_stop30.0,h4sma10_slope3_break12_comp6_2.2_cool4_london_ny,2023-06-15T12:00:00+00:00,2023-06-15T13:00:00+00:00,2023-06-15T15:00:00+00:00,1928.42,1958.42,emergency_stop_30.0,-30.0,-121.4,3.83,33.55,10,3,12,6,2.2,4,12,london_ny
h4_down_compression_liquidity_short_v1,SHORT,nonoverlap,time_exit_12h_stop30.0,h4sma10_slope3_break12_comp6_2.2_cool4_london_ny,2023-08-08T08:00:00+00:00,2023-08-08T09:00:00+00:00,2023-08-08T21:00:00+00:00,1930.61,1925.0,time_exit_12h,5.61,21.04,7.97,4.87,10,3,12,6,2.2,4,12,london_ny
h4_down_compression_liquidity_short_v1,SHORT,nonoverlap,time_exit_12h_stop30.0,h4sma10_slope3_break12_comp6_2.2_cool4_london_ny,2023-09-21T09:00:00+00:00,2023-09-21T10:00:00+00:00,2023-09-21T23:00:00+00:00,1922.98,1920.01,time_exit_12h,2.97,10.48,9.13,3.02,10,3,12,6,2.2,4,12,london_ny
h4_down_compression_liquidity_short_v1,SHORT,nonoverlap,time_exit_12h_stop30.0,h4sma10_slope3_break12_comp6_2.2_cool4_london_ny,2023-11-06T15:00:00+00:00,2023-11-06T16:00:00+00:00,2023-11-07T05:00:00+00:00,1981.17,1973.61,time_exit_12h,7.56,28.84,10.25,3.3,10,3,12,6,2.2,4,12,london_ny
h4_down_compression_liquidity_short_v1,SHORT,nonoverlap,time_exit_12h_stop30.0,h4sma10_slope3_break12_comp6_2.2_cool4_london_ny,2023-11-23T16:00:00+00:00,2023-11-23T17:00:00+00:00,2023-11-24T07:00:00+00:00,1990.57,1993.58,time_exit_12h,-3.01,-13.44,0.02,4.31,10,3,12,6,2.2,4,12,london_ny
h4_down_compression_liquidity_short_v1,SHORT,nonoverlap,time_exit_12h_stop30.0,h4sma10_slope3_break12_comp6_2.2_cool4_london_ny,2024-04-22T19:00:00+00:00,2024-04-22T20:00:00+00:00,2024-04-23T09:00:00+00:00,2327.41,2303.07,time_exit_12h,24.34,95.96,32.07,6.76,10,3,12,6,2.2,4,12,london_ny
h4_down_compression_liquidity_short_v1,SHORT,nonoverlap,time_exit_12h_stop30.0,h4sma10_slope3_break12_comp6_2.2_cool4_london_ny,2024-06-07T19:00:00+00:00,2024-06-07T20:00:00+00:00,2024-06-10T09:00:00+00:00,2301.23,2292.41,time_exit_12h,8.82,33.88,14.63,0.05,10,3,12,6,2.2,4,12,london_ny
h4_down_compression_liquidity_short_v1,SHORT,nonoverlap,time_exit_12h_stop30.0,h4sma10_slope3_break12_comp6_2.2_cool4_london_ny,2024-06-26T11:00:00+00:00,2024-06-26T12:00:00+00:00,2024-06-27T01:00:00+00:00,2308.08,2298.84,time_exit_12h,9.24,35.56,14.67,9.5,10,3,12,6,2.2,4,12,london_ny
h4_down_compression_liquidity_short_v1,SHORT,nonoverlap,time_exit_12h_stop30.0,h4sma10_slope3_break12_comp6_2.2_cool4_london_ny,2024-07-22T12:00:00+00:00,2024-07-22T13:00:00+00:00,2024-07-23T02:00:00+00:00,2397.84,2400.86,time_exit_12h,-3.02,-13.48,14.13,5.9,10,3,12,6,2.2,4,12,london_ny
h4_down_compression_liquidity_short_v1,SHORT,nonoverlap,time_exit_12h_stop30.0,h4sma10_slope3_break12_comp6_2.2_cool4_london_ny,2024-12-24T14:00:00+00:00,2024-12-24T15:00:00+00:00,2024-12-26T08:00:00+00:00,2610.85,2627.54,time_exit_12h,-16.69,-68.16,0.87,18.83,10,3,12,6,2.2,4,12,london_ny
h4_down_compression_liquidity_short_v1,SHORT,nonoverlap,time_exit_12h_stop30.0,h4sma10_slope3_break12_comp6_2.2_cool4_london_ny,2025-02-28T13:00:00+00:00,2025-02-28T14:00:00+00:00,2025-03-03T03:00:00+00:00,2848.58,2864.73,time_exit_12h,-16.15,-66.0,15.97,28.27,10,3,12,6,2.2,4,12,london_ny
h4_down_compression_liquidity_short_v1,SHORT,nonoverlap,time_exit_12h_stop30.0,h4sma10_slope3_break12_comp6_2.2_cool4_london_ny,2025-04-07T15:00:00+00:00,2025-04-07T16:00:00+00:00,2025-04-08T05:00:00+00:00,2999.08,3001.99,time_exit_12h,-2.91,-13.04,43.01,5.53,10,3,12,6,2.2,4,12,london_ny
h4_down_compression_liquidity_short_v1,SHORT,nonoverlap,time_exit_12h_stop30.0,h4sma10_slope3_break12_comp6_2.2_cool4_london_ny,2025-05-01T10:00:00+00:00,2025-05-01T11:00:00+00:00,2025-05-02T00:00:00+00:00,3218.42,3237.15,time_exit_12h,-18.73,-76.32,16.61,24.88,10,3,12,6,2.2,4,12,london_ny
h4_down_compression_liquidity_short_v1,SHORT,nonoverlap,time_exit_12h_stop30.0,h4sma10_slope3_break12_comp6_2.2_cool4_london_ny,2025-05-14T19:00:00+00:00,2025-05-14T20:00:00+00:00,2025-05-15T09:00:00+00:00,3171.71,3162.43,time_exit_12h,9.28,35.72,51.24,20.81,10,3,12,6,2.2,4,12,london_ny
h4_down_compression_liquidity_short_v1,SHORT,nonoverlap,time_exit_12h_stop30.0,h4sma10_slope3_break12_comp6_2.2_cool4_london_ny,2025-06-24T13:00:00+00:00,2025-06-24T14:00:00+00:00,2025-06-25T03:00:00+00:00,3314.45,3329.27,time_exit_12h,-14.82,-60.68,19.19,20.57,10,3,12,6,2.2,4,12,london_ny
h4_down_compression_liquidity_short_v1,SHORT,nonoverlap,time_exit_12h_stop30.0,h4sma10_slope3_break12_comp6_2.2_cool4_london_ny,2025-07-07T08:00:00+00:00,2025-07-07T09:00:00+00:00,2025-07-07T18:00:00+00:00,3302.05,3332.05,emergency_stop_30.0,-30.0,-121.4,5.79,38.12,10,3,12,6,2.2,4,12,london_ny
h4_down_compression_liquidity_short_v1,SHORT,nonoverlap,time_exit_12h_stop30.0,h4sma10_slope3_break12_comp6_2.2_cool4_london_ny,2025-08-11T08:00:00+00:00,2025-08-11T09:00:00+00:00,2025-08-11T21:00:00+00:00,3359.96,3342.49,time_exit_12h,17.47,68.48,18.78,5.66,10,3,12,6,2.2,4,12,london_ny
h4_down_compression_liquidity_short_v1,SHORT,nonoverlap,time_exit_12h_stop30.0,h4sma10_slope3_break12_comp6_2.2_cool4_london_ny,2026-05-12T14:00:00+00:00,2026-05-12T15:00:00+00:00,2026-05-12T20:00:00+00:00,4679.0,4709.0,emergency_stop_30.0,-30.0,-121.4,40.5,47.27,10,3,12,6,2.2,4,12,london_ny
h4_down_compression_liquidity_short_v1,SHORT,nonoverlap,time_exit_12h_stop30.0,h4sma10_slope3_break12_comp6_2.2_cool4_ny_only,2022-06-13T20:00:00+00:00,2022-06-13T21:00:00+00:00,2022-06-14T10:00:00+00:00,1822.61,1823.82,time_exit_12h,-1.21,-6.24,13.76,8.8,10,3,12,6,2.2,4,12,ny_only
h4_down_compression_liquidity_short_v1,SHORT,nonoverlap,time_exit_12h_stop30.0,h4sma10_slope3_break12_comp6_2.2_cool4_ny_only,2022-10-19T17:00:00+00:00,2022-10-19T18:00:00+00:00,2022-10-20T07:00:00+00:00,1629.51,1629.75,time_exit_12h,-0.24,-2.36,7.19,5.33,10,3,12,6,2.2,4,12,ny_only
h4_down_compression_liquidity_short_v1,SHORT,nonoverlap,time_exit_12h_stop30.0,h4sma10_slope3_break12_comp6_2.2_cool4_ny_only,2023-11-06T15:00:00+00:00,2023-11-06T16:00:00+00:00,2023-11-07T05:00:00+00:00,1981.17,1973.61,time_exit_12h,7.56,28.84,10.25,3.3,10,3,12,6,2.2,4,12,ny_only
h4_down_compression_liquidity_short_v1,SHORT,nonoverlap,time_exit_12h_stop30.0,h4sma10_slope3_break12_comp6_2.2_cool4_ny_only,2023-11-23T16:00:00+00:00,2023-11-23T17:00:00+00:00,2023-11-24T07:00:00+00:00,1990.57,1993.58,time_exit_12h,-3.01,-13.44,0.02,4.31,10,3,12,6,2.2,4,12,ny_only
h4_down_compression_liquidity_short_v1,SHORT,nonoverlap,time_exit_12h_stop30.0,h4sma10_slope3_break12_comp6_2.2_cool4_ny_only,2024-04-22T19:00:00+00:00,2024-04-22T20:00:00+00:00,2024-04-23T09:00:00+00:00,2327.41,2303.07,time_exit_12h,24.34,95.96,32.07,6.76,10,3,12,6,2.2,4,12,ny_only
h4_down_compression_liquidity_short_v1,SHORT,nonoverlap,time_exit_12h_stop30.0,h4sma10_slope3_break12_comp6_2.2_cool4_ny_only,2024-06-07T19:00:00+00:00,2024-06-07T20:00:00+00:00,2024-06-10T09:00:00+00:00,2301.23,2292.41,time_exit_12h,8.82,33.88,14.63,0.05,10,3,12,6,2.2,4,12,ny_only
h4_down_compression_liquidity_short_v1,SHORT,nonoverlap,time_exit_12h_stop30.0,h4sma10_slope3_break12_comp6_2.2_cool4_ny_only,2024-12-24T14:00:00+00:00,2024-12-24T15:00:00+00:00,2024-12-26T08:00:00+00:00,2610.85,2627.54,time_exit_12h,-16.69,-68.16,0.87,18.83,10,3,12,6,2.2,4,12,ny_only
h4_down_compression_liquidity_short_v1,SHORT,nonoverlap,time_exit_12h_stop30.0,h4sma10_slope3_break12_comp6_2.2_cool4_ny_only,2025-02-28T13:00:00+00:00,2025-02-28T14:00:00+00:00,2025-03-03T03:00:00+00:00,2848.58,2864.73,time_exit_12h,-16.15,-66.0,15.97,28.27,10,3,12,6,2.2,4,12,ny_only
h4_down_compression_liquidity_short_v1,SHORT,nonoverlap,time_exit_12h_stop30.0,h4sma10_slope3_break12_comp6_2.2_cool4_ny_only,2025-04-07T15:00:00+00:00,2025-04-07T16:00:00+00:00,2025-04-08T05:00:00+00:00,2999.08,3001.99,time_exit_12h,-2.91,-13.04,43.01,5.53,10,3,12,6,2.2,4,12,ny_only
h4_down_compression_liquidity_short_v1,SHORT,nonoverlap,time_exit_12h_stop30.0,h4sma10_slope3_break12_comp6_2.2_cool4_ny_only,2025-05-14T19:00:00+00:00,2025-05-14T20:00:00+00:00,2025-05-15T09:00:00+00:00,3171.71,3162.43,time_exit_12h,9.28,35.72,51.24,20.81,10,3,12,6,2.2,4,12,ny_only
h4_down_compression_liquidity_short_v1,SHORT,nonoverlap,time_exit_12h_stop30.0,h4sma10_slope3_break12_comp6_2.2_cool4_ny_only,2025-06-24T13:00:00+00:00,2025-06-24T14:00:00+00:00,2025-06-25T03:00:00+00:00,3314.45,3329.27,time_exit_12h,-14.82,-60.68,19.19,20.57,10,3,12,6,2.2,4,12,ny_only
